iter	RMSE
535	106061.1511
536	105990.1754
537	105949.4144
538	105931.8875
539	105914.6392
540	105884.8675
541	105664.0533
542	105618.4926
543	105193.1356
544	105161.0633
545	105130.0569
546	104672.9138
547	104403.5566
548	104367.1834
549	104332.5805
550	104281.524
551	103853.626
552	103776.8035
553	103733.2381
554	103694.4903
555	103585.3181
556	103529.9053
557	103511.0616
558	103488.6577
559	103108.7808
560	103081.4055
561	102618.4098
562	102248.5403
563	102228.6645
564	101803.8572
565	101421.5217
566	101171.1662
567	101153.0032
568	101031.0926
569	101013.4295
570	100534.9528
571	100314.0963
572	100270.2341
573	99917.82942
574	99891.9263
575	99850.98098
576	99537.74939
577	99204.98373
578	99125.08498
579	99106.065
580	99085.19658
581	98759.26742
582	98547.0303
583	98507.14664
584	98141.72222
585	98085.67952
586	98030.2296
587	97864.01158
588	97518.26032
589	97498.21982
590	97182.44124
591	97146.72931
592	97109.18769
593	96908.89713
594	96807.20474
595	96445.09135
596	96180.7717
597	95899.45979
598	95529.69977
599	95499.11642
600	95322.19381
601	94996.58044
602	94971.00867
603	94776.66217
604	94557.38367
605	94351.71167
606	94327.85716
607	94296.52253
608	94242.03272
609	94090.65258
610	94055.94891
611	94025.89537
612	93816.7387
613	93788.54258
614	93405.01985
615	93148.53543
616	92910.57274
617	92494.03965
618	92459.93012
619	92436.23483
620	92420.27015
621	92394.23822
622	92258.77875
623	92192.21291
624	91847.21668
625	91815.02991
626	91751.88312
627	91371.13157
628	91220.00687
629	91199.23452
630	91183.26241
631	91010.15857
632	90825.86368
633	90605.94471
634	90562.22476
635	90548.79515
636	90519.29286
637	90495.52054
638	90434.91475
639	90417.28215
640	90387.6748
641	90372.71109
642	90352.25656
643	90102.00227
644	89807.17394
645	89495.72759
646	89481
647	89465.6198
648	89136.96826
649	88987.75284
650	88836.81672
651	88805.19526
652	88790.02796
653	88501.04014
654	88301.94861
655	88129.20314
656	87893.48165
657	87870.78287
658	87533.6951
659	87510.54821
660	87336.11142
661	87296.94112
662	87276.47093
663	87240.35198
664	87218.20842
665	87203.73053
666	86843.23168
667	86563.93627
668	86515.37112
669	86499.57451
670	86451.90877
671	86438.24222
672	86370.8073
673	86311.73162
674	86288.55345
675	86251.60394
676	86226.39855
677	86172.90273
678	86033.17249
679	86013.0129
680	85996.71023
681	85980.10158
682	85959.91934
683	85944.43326
684	85713.22661
685	85677.48281
686	85380.84362
687	85084.28995
688	84947.4358
689	84817.22785
690	84791.17923
691	84768.56738
692	84753.90739
693	84735.21535
694	84550.42076
695	84535.41599
696	84514.6208
697	84209.19751
698	84054.55421
699	83811.24588
700	83799.24991
701	83587.69626
702	83321.84947
703	83309.52929
704	83106.8308
705	83041.45059
706	83015.67081
707	82752.79373
708	82739.83526
709	82563.94745
710	82550.5462
711	82253.25828
712	82025.55024
713	81756.37818
714	81745.00187
715	81713.99144
716	81519.89558
717	81320.07378
718	81128.99108
719	80935.15291
720	80767.7975
721	80547.86416
722	80366.90211
723	80351.90961
724	80071.00075
725	79845.41249
726	79649.10854
727	79636.45692
728	79586.71312
729	79414.15087
730	79224.68316
731	79211.21371
732	78976.74596
733	78728.59841
734	78579.46097
735	78353.46294
736	78312.56792
737	78297.38751
738	78166.56988
739	77943.20918
740	77702.78241
741	77656.17687
742	77470.98047
743	77455.70393
744	77437.56338
745	77235.75637
746	77075.71895
747	77062.7731
748	76795.13312
749	76645.98131
750	76630.76419
751	76549.33073
752	76528.30288
753	76385.4886
754	76153.31196
755	76137.12278
756	75943.89937
757	75771.29127
758	75749.18963
759	75708.75006
760	75694.96108
761	75681.39349
762	75614.68514
763	75559.7541
764	75519.89174
765	75491.38518
766	75269.12563
767	75223.70085
768	75211.90621
769	75035.01725
770	74799.35729
771	74787.61579
772	74725.80364
773	74529.50407
774	74406.88899
775	74394.63885
776	74282.6632
777	74261.87864
778	74197.62612
779	73995.94817
780	73839.38865
781	73827.03546
782	73817.20061
783	73807.29338
784	73789.47769
785	73745.1316
786	73502.33342
787	73443.10142
788	73429.14344
789	73357.07048
790	73343.44598
791	73320.9886
792	73312.77231
793	73277.99462
794	73095.03613
795	73052.98396
796	73037.6931
797	73018.93359
798	72868.79927
799	72859.02013
800	72836.53308
801	72718.22851
802	72578.50809
803	72403.03923
804	72338.72586
805	72102.86235
806	71942.26275
807	71725.95056
808	71483.74467
809	71280.14212
810	71249.50327
811	71087.7226
812	70933.12805
813	70729.08244
814	70672.57367
815	70656.42271
816	70644.39424
817	70514.76525
818	70366.90066
819	70311.70737
820	70117.6522
821	70106.60843
822	69981.1708
823	69808.12687
824	69698.27143
825	69687.05897
826	69508.54757
827	69473.6176
828	69458.50444
829	69295.07929
830	69099.52611
831	69086.30578
832	69048.13684
833	69003.10718
834	68858.18536
835	68721.018
836	68693.8744
837	68568.85908
838	68557.45492
839	68471.66338
840	68423.72917
841	68257.21493
842	68074.62862
843	68040.36984
844	68017.03715
845	68000.46897
846	67990.03841
847	67979.31395
848	67799.38126
849	67787.8358
850	67622.86478
851	67611.14924
852	67599.91012
853	67591.21206
854	67581.593
855	67570.92936
856	67545.00325
857	67535.21924
858	67509.87161
859	67345.47976
860	67234.54445
861	67157.27241
862	67036.67905
863	66880.36837
864	66761.12924
865	66744.36955
866	66518.38148
867	66485.41678
868	66464.83339
869	66439.18127
870	66332.45406
871	66321.42075
872	66310.45021
873	66287.47905
874	66278.52197
875	66113.57605
876	65978.86399
877	65818.84283
878	65697.70366
879	65519.19249
880	65508.78468
881	65500.76589
882	65448.87293
883	65440.56356
884	65421.59846
885	65389.93231
886	65380.93423
887	65366.39521
888	65218.38868
889	65179.25671
890	65073.44192
891	65062.32725
892	65017.12238
893	64924.03374
894	64913.92798
895	64905.41914
896	64744.09974
897	64734.83136
898	64724.58013
899	64612.41696
900	64573.33355
901	64562.14627
902	64435.81514
903	64427.02309
904	64362.75421
905	64349.49049
906	64335.98256
907	64294.17296
908	64281.13953
909	64227.63716
910	64091.96897
911	63881.0744
912	63764.352
913	63754.20184
914	63713.40346
915	63650.27299
916	63640.64818
917	63555.49998
918	63523.80919
919	63494.51986
920	63485.40782
921	63443.292
922	63340.5025
923	63330.1797
924	63300.22107
925	63288.77178
926	63206.64854
927	63189.93348
928	63144.42987
929	63136.25774
930	63123.57977
931	63113.37237
932	62970.69547
933	62853.47485
934	62844.64159
935	62698.61126
936	62637.56156
937	62628.35428
938	62620.10065
939	62612.38707
940	62472.11492
941	62347.87258
942	62225.01708
943	62088.66649
944	62080.07612
945	61940.67097
946	61932.34818
947	61868.84924
948	61861.15091
949	61719.85829
950	61712.1014
951	61701.48276
952	61540.723
953	61469.45375
954	61457.10542
955	61449.79523
956	61403.55726
957	61395.56879
958	61379.42894
959	61198.41087
960	61163.40616
961	61112.92654
962	61094.88449
963	61070.65874
964	61062.07111
965	61032.28706
966	60914.57496
967	60871.04392
968	60843.92062
969	60737.04799
970	60700.65266
971	60692.79808
972	60610.69323
973	60602.22752
974	60458.5842
975	60352.88809
976	60332.18459
977	60321.19805
978	60202.31418
979	60160.52964
980	59986.33467
981	59977.80009
982	59897.11794
983	59885.91627
984	59793.05068
985	59783.60944
986	59745.55124
987	59655.82917
988	59599.94507
989	59562.53857
990	59553.14384
991	59540.67241
992	59511.84329
993	59375.16801
994	59367.26149
995	59208.15664
996	59184.6709
997	59048.50694
998	59040.07459
999	59032.73939
